elevation,latitude,longitude,precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,month,is_monsoon,water_area_change,water_area_pct_change,days_since_last_flood,flood_event
,,,202.2,99198.6,0.759,32.41,4.82,85.26,121.44,97.34,34.02,0.7364,7,1,,,,1
,,,90.76,100284.5,0.6,34.11,3.0,75.0,61.83,40.75,35.65,0.6121,9,1,,,,1
109.1929732,26.24925128,68.0,0.448852272,98354.60152,0.24959917,30.2645434,3.323718991,76.15679343,0.155309773,0.246008834,31.03500583,0.252731758,8,1,-93.92868436,-0.983814928,7.0,0
109.1929732,26.24925128,68.0,0.675104451,98770.49358,0.416937835,27.50825284,3.229620038,88.89352942,0.733437062,0.592489453,27.64022175,0.416006963,7,1,308.3255992,3.587400762,4.0,0
,,,127.16,100009.2,0.6731,27.78,3.0,80.46,74.7,49.03,26.05,0.6721,6,1,,,,1
,,,309.53,98946.9,0.8875,26.72,6.29,94.58,183.51,115.97,24.87,0.8796,9,1,,,,1
,,,3.28,102617.4,0.1241,32.95,0.57,22.5,2.06,1.85,32.5,0.1298,7,1,,,,0
,,,344.35,98471.9,0.9493,22.41,5.2,96.04,214.22,151.25,22.3,0.9753,9,1,,,,1
,,,27.27,100500.0,0.3207,24.4,4.56,60.0,19.4,15.0,23.19,0.3236,11,0,,,,0
,,,124.33,100292.7,0.6563,23.21,3.77,79.8,79.04,52.58,24.63,0.6625,7,1,,,,1
,,,18.04,101189.4,0.2321,32.22,2.11,47.16,12.73,8.4,30.41,0.2515,1,0,,,,0
,,,21.94,101324.3,0.2782,21.72,3.71,59.67,13.99,11.23,21.93,0.2592,11,0,,,,0
,,,25.4,100500.0,0.3379,34.67,2.94,66.16,16.53,9.14,33.97,0.3574,9,1,,,,0
,,,6.32,102347.8,0.1347,33.73,0.0,24.58,5.44,2.75,32.44,0.1323,4,0,,,,0
109.1929732,26.24925128,68.0,0.06996203,98256.56496,0.080098715,33.9757721,3.565248024,54.14719313,0.05903238,0.027672779,34.61923841,0.079670663,7,1,-245.7396588,-0.223732163,0.0,1
109.1929732,26.24925128,68.0,0.098348671,99187.39026,0.295685951,29.7787349,1.098746843,72.88700082,0.042980555,0.101640525,29.20460639,0.318330419,9,1,-176.6501926,-0.220774527,1.0,0
,,,215.84,99252.2,0.8173,23.22,8.54,86.79,180.54,131.35,23.64,0.7949,8,1,,,,1
109.1929732,26.24925128,68.0,0.0,100654.5598,0.204971739,13.85334201,2.003695935,69.77053687,0.0,0.0,13.96045703,0.208881072,1,0,580.6283002,1.516867782,0.0,1
,,,291.97,99032.9,0.8873,33.4,9.0,97.85,230.35,180.0,33.47,0.8713,6,1,,,,1
,,,10.79,101276.2,0.2017,27.91,1.08,36.2,6.95,4.74,26.44,0.1884,8,1,,,,0
,,,19.34,101734.2,0.2377,33.97,1.61,49.98,12.07,9.23,32.29,0.2488,5,0,,,,0
,,,254.59,98662.2,0.8129,20.64,7.12,93.1,165.02,137.23,21.93,0.7997,6,1,,,,1
,,,101.55,100500.0,0.6305,25.07,4.24,75.94,68.5,46.11,26.5,0.6588,7,1,,,,1
,,,10.29,101639.7,0.1604,26.16,1.19,32.6,7.6,5.16,25.07,0.1617,9,1,,,,0
,,,100.69,100193.1,0.6497,26.03,4.85,75.0,81.54,64.92,24.58,0.669,9,1,,,,1
,,,268.09,98924.8,0.8945,25.86,4.99,89.98,191.73,123.54,26.23,0.8661,6,1,,,,1
,,,23.94,100646.7,0.2961,19.52,3.11,61.87,12.01,9.29,18.09,0.2811,6,1,,,,0
,,,94.97,99850.2,0.6345,25.51,4.56,81.07,80.49,61.66,26.47,0.6288,8,1,,,,1
,,,16.55,101456.7,0.2401,20.84,2.42,45.72,9.2,7.39,21.02,0.2342,9,1,,,,0
,,,24.91,101998.3,0.2511,19.87,3.61,56.19,15.3,12.42,20.66,0.2388,8,1,,,,0
,,,255.69,98565.4,0.9025,22.19,6.92,91.16,200.17,134.05,22.56,0.8869,6,1,,,,1
109.1929732,26.24925128,68.0,0.126367321,100324.0121,0.088970673,21.50030853,0.829263753,42.37784308,0.047536617,0.02291754,21.16460933,0.087226003,3,0,-112.5320918,-0.496903909,7.0,0
,,,113.36,99897.2,0.6287,23.13,5.27,81.05,66.37,40.0,22.22,0.6279,9,1,,,,1
,,,10.41,101741.0,0.1675,26.65,2.17,38.25,7.06,6.07,25.75,0.1618,1,0,,,,0
109.1929732,26.24925128,68.0,0.022999764,100068.3806,0.085019079,27.60960441,2.203548482,21.56635691,0.007666588,0.003751293,27.1912525,0.085094762,3,0,-179.6217787,-0.22112515,1.0,0
,,,7.41,101864.5,0.1455,36.34,0.29,29.87,5.79,4.5,35.81,0.144,1,0,,,,0
,,,20.88,101625.5,0.2744,25.02,2.63,48.65,18.5,13.46,23.53,0.2807,10,0,,,,0
,,,214.35,99567.2,0.8012,33.0,4.99,89.06,136.01,92.99,31.71,0.7796,8,1,,,,1
,,,161.57,99840.8,0.7501,30.04,3.6,82.97,129.49,77.93,29.94,0.7288,8,1,,,,1
,,,14.38,102087.4,0.1908,23.42,2.35,43.05,9.47,6.87,24.05,0.1752,8,1,,,,0
109.1929732,26.24925128,68.0,0.000181055,100101.793,0.085874087,24.02650013,0.918761279,62.51026952,0.000120703,0.000707933,24.21098128,0.085874726,11,0,107.8644547,1.300666116,9.0,0
109.1929732,26.24925128,68.0,0.002072854,99049.45413,0.09588153,31.9979246,2.426120729,58.94148687,0.00219252,0.001971541,32.07108329,0.096478113,9,1,180.4243562,0.331156069,3.0,0
,,,278.45,98256.4,0.8555,25.93,7.5,95.13,182.32,131.6,27.08,0.8758,6,1,,,,1
,,,94.11,100168.9,0.6192,32.23,3.0,75.0,74.29,52.51,33.35,0.6417,7,1,,,,1
109.1929732,26.24925128,68.0,0.0,99102.43612,0.084694858,29.62911915,1.810470146,30.34518478,0.000513406,0.000220031,29.83597504,0.084773236,3,0,-223.9171881,-0.670877627,3.0,0
,,,115.34,100500.0,0.6627,21.73,3.0,78.56,70.37,53.1,21.9,0.6782,1,0,,,,1
,,,98.89,100354.6,0.6307,25.79,3.0,75.59,74.19,52.5,26.56,0.6417,8,1,,,,1
,,,22.76,100819.7,0.2997,26.97,1.0,63.24,16.36,9.41,27.48,0.3072,9,1,,,,0
,,,253.05,98427.9,0.8127,24.69,7.27,88.88,169.8,107.81,26.64,0.7931,9,1,,,,1
109.1929732,26.24925128,68.0,0.0,99934.32011,0.086160883,29.43391035,0.279273139,44.15527484,0.0,7.41e-05,29.42978304,0.08617424,10,0,135.7893322,1.205775877,8.0,0
109.1929732,26.24925128,68.0,0.000425814,99225.53503,0.084167383,34.29565405,2.492680791,24.30139816,0.015287227,0.006687359,33.47300876,0.084151692,5,0,-233.5881046,-0.693538277,3.0,0
,,,310.99,98783.9,0.8799,31.54,5.79,96.45,179.34,151.13,31.15,0.8649,9,1,,,,1
,,,184.41,99550.5,0.7507,34.37,4.01,81.13,116.98,64.36,32.51,0.7667,8,1,,,,1
,,,128.62,99482.6,0.6979,32.29,4.78,82.87,97.42,71.21,33.94,0.6684,7,1,,,,1
,,,25.13,100500.0,0.3073,33.04,1.64,56.6,20.0,14.91,34.26,0.3219,2,0,,,,0
,,,1.32,102365.5,0.0819,23.6,1.41,23.36,0.75,0.38,22.77,0.065,12,0,,,,0
,,,22.21,100667.0,0.2636,30.63,3.67,59.31,17.86,13.34,30.56,0.2511,7,1,,,,0
,,,302.77,98000.0,0.9165,22.24,7.8,100.0,250.0,180.0,21.47,0.9418,9,1,,,,1
109.1929732,26.24925128,68.0,0.0,98643.16228,0.088348587,33.8121306,4.492808771,50.05947346,0.000618697,0.003778031,33.97313821,0.089050795,7,1,340.191943,3.82106022,7.0,0
109.1929732,26.24925128,68.0,0.0,100359.0081,0.087524186,19.96033581,0.248126995,55.6607145,2.46e-05,1.11e-05,19.35894054,0.087517026,12,0,-163.7271927,-0.398475439,5.0,0
,,,17.8,102226.7,0.2187,36.18,1.13,54.16,14.01,10.23,37.19,0.2168,7,1,,,,0
109.1929732,26.24925128,68.0,0.339941534,98895.69326,0.40496808,28.42025189,0.222958934,86.3425207,0.931190866,1.08935801,28.1355653,0.408581075,7,1,-97.38498259,-0.332855992,6.0,0
,,,29.23,100500.0,0.3329,29.13,5.0,70.0,17.56,13.01,30.37,0.3449,1,0,,,,0
,,,310.67,98167.8,0.8593,23.06,9.55,93.99,209.03,170.54,21.91,0.8834,8,1,,,,1
,,,18.91,101217.5,0.2662,19.59,2.06,50.54,16.04,12.55,21.21,0.26,12,0,,,,0
109.1929732,26.24925128,68.0,0.001316729,99484.0435,0.082986239,34.39274753,1.700218051,31.85415273,0.00043891,0.000305251,34.11917589,0.083075132,5,0,-202.0823856,-0.146675921,0.0,1
109.1929732,26.24925128,68.0,0.006777723,100457.0116,0.087319608,15.5691955,1.337457486,58.73457005,0.003093815,0.001406921,16.05365673,0.087254703,12,0,333.4888213,0.995038004,10.0,0
,,,195.92,99440.0,0.7343,21.03,6.41,85.57,137.23,96.03,19.25,0.7265,9,1,,,,1
,,,105.5,100261.2,0.6,29.58,3.0,77.35,74.15,46.41,30.58,0.5772,11,0,,,,1
,,,172.93,98948.4,0.7246,28.52,7.77,83.48,99.65,59.85,26.98,0.7261,7,1,,,,1
109.1929732,26.24925128,68.0,0.002155803,99399.86823,0.088807669,29.48385398,2.836327822,28.84565566,0.023656454,0.014373612,29.59718848,0.088983801,4,0,341.5548927,3.723753771,5.0,0
,,,27.05,100545.5,0.2718,31.69,3.01,70.0,20.0,13.38,32.39,0.2813,7,1,,,,0
,,,171.93,100076.5,0.7004,30.19,4.66,84.06,94.97,61.96,31.51,0.7201,9,1,,,,1
,,,15.79,101426.0,0.2181,22.83,0.75,49.63,12.38,8.9,22.59,0.1993,7,1,,,,0
109.1929732,26.24925128,68.0,0.000206295,98867.95614,0.086531637,33.43118897,2.686520355,26.74031774,0.000194025,0.000423435,33.08348165,0.087265054,4,0,467.0792279,256.647683,8.0,0
109.1929732,26.24925128,68.0,0.002899964,100266.976,0.08611338,23.11641758,1.81451552,34.23431601,0.000966655,0.020643727,22.92141471,0.086568704,3,0,-74.9485503,-0.083796588,0.0,1
109.1929732,26.24925128,68.0,0.000775322,99654.62074,0.088188292,30.12679276,1.301026825,48.28238139,0.000842368,0.001066495,30.44311542,0.088325244,10,0,-149.2558878,-0.553329727,7.0,0
,,,21.07,100853.9,0.2601,36.52,3.04,60.89,16.07,11.56,35.97,0.2732,5,0,,,,0
,,,2.79,102548.5,0.1008,25.5,0.74,24.69,2.5,1.77,25.7,0.0847,5,0,,,,0
109.1929732,26.24925128,68.0,0.002597386,98943.48562,0.099102107,32.88338423,4.694570061,46.54457347,0.00422083,0.002091879,33.97336131,0.093917463,5,0,-127.7477973,-0.498546867,7.0,0
,,,337.83,98030.6,0.95,28.59,6.52,100.0,246.2,165.37,27.61,0.9791,7,1,,,,1
,,,13.43,101644.0,0.1849,18.22,2.55,39.53,10.13,7.83,18.36,0.1694,11,0,,,,0
,,,265.79,99435.3,0.8699,24.05,5.14,93.97,202.3,115.13,25.65,0.8978,9,1,,,,1
,,,14.19,101881.0,0.2161,31.29,0.54,43.25,7.68,6.32,30.72,0.2308,3,0,,,,0
109.1929732,26.24925128,68.0,0.143878733,99573.58856,0.093625055,29.07080753,1.995548216,49.5352906,0.10118095,0.044980106,29.9337634,0.090449978,4,0,216.178071,3.545101097,5.0,0
,,,191.76,99076.2,0.7163,21.81,4.88,83.22,154.16,86.6,20.88,0.7074,9,1,,,,1
,,,223.45,99130.0,0.8382,24.56,8.82,86.22,152.81,117.35,26.22,0.8368,6,1,,,,1
109.1929732,26.24925128,68.0,0.002001541,98988.64274,0.085970332,31.07920935,2.676635103,59.28551095,0.001428153,0.001515525,30.9616288,0.086047698,8,1,214.5090807,1.123961349,5.0,0
,,,347.86,98000.0,0.9161,31.07,11.08,100.0,196.06,117.96,29.58,0.8996,11,0,,,,1
,,,1.71,102602.0,0.138,32.87,0.59,20.0,1.43,1.03,31.54,0.1452,10,0,,,,0
,,,14.5,101152.6,0.1908,25.16,2.69,49.58,8.34,5.0,26.21,0.1717,12,0,,,,0
,,,3.91,101706.4,0.1018,24.83,0.0,28.25,2.46,1.45,23.11,0.0921,12,0,,,,0
109.1929732,26.24925128,68.0,0.0,99427.72758,0.084972115,29.99163526,2.025999248,37.99862741,0.0,0.000125365,29.60472172,0.085089256,3,0,-223.9171881,-0.222688145,0.0,1
,,,142.05,99931.8,0.7418,24.1,3.0,85.49,83.37,69.33,22.76,0.7523,6,1,,,,1
,,,12.54,101255.9,0.1943,28.63,1.42,50.31,6.37,3.83,28.43,0.1855,8,1,,,,0
,,,27.44,100838.9,0.35,34.5,0.87,63.78,20.0,15.0,32.83,0.343,3,0,,,,0
109.1929732,26.24925128,68.0,0.091574213,100313.3358,0.092313633,20.81820653,3.898885647,56.83253696,0.11562902,0.049851895,21.24937375,0.090247702,11,0,339.9408094,0.626794148,0.0,1
,,,199.87,99297.0,0.7812,26.23,5.44,86.36,159.47,99.27,26.36,0.7973,7,1,,,,1
109.1929732,26.24925128,68.0,0.00027717,97838.91613,0.084144083,34.43954291,5.572943084,54.4114237,0.000942418,0.000542407,34.8220137,0.084373547,7,1,-230.5504001,-0.727296855,3.0,0
,,,158.03,99255.1,0.6826,25.57,3.88,82.72,111.82,91.6,25.99,0.6914,6,1,,,,1
,,,212.18,99859.6,0.8218,30.91,5.92,90.05,177.03,112.52,31.53,0.8131,9,1,,,,1
,,,18.58,100500.0,0.2399,18.35,1.68,55.26,13.56,8.98,17.63,0.2307,8,1,,,,0
,,,106.24,100500.0,0.62,29.59,3.36,77.89,62.1,50.66,30.47,0.606,6,1,,,,1
109.1929732,26.24925128,68.0,0.00188878,99077.38818,0.08537057,30.74895129,1.983492824,58.06474536,0.001025861,0.00238005,30.45525204,0.085499456,9,1,-280.3981156,-0.215183694,0.0,1
,,,270.04,98204.2,0.8123,21.56,6.37,88.71,217.74,126.79,20.4,0.8038,1,0,,,,1
109.1929732,26.24925128,68.0,0.000514737,100521.6277,0.086997784,14.482067,0.879996504,49.28191669,0.000174103,0.000113037,13.55241386,0.086986265,1,0,345.8473311,169.5000279,9.0,0
,,,14.29,100518.9,0.1975,28.11,1.64,50.47,8.68,5.61,27.86,0.2051,5,0,,,,0
,,,294.49,98387.5,0.8565,21.6,5.67,95.21,210.81,135.88,23.07,0.8697,8,1,,,,1
,,,11.66,102137.2,0.173,37.71,1.14,44.42,7.4,4.52,39.66,0.1714,5,0,,,,0
,,,16.64,100763.0,0.2295,22.41,0.96,48.83,9.81,6.8,23.98,0.2189,12,0,,,,0
109.1929732,26.24925128,68.0,0.009878731,99114.47126,0.223188813,30.25477274,2.529981604,70.71075428,0.00481524,0.01971753,29.89188425,0.241779963,9,1,377.4920955,39.56082078,7.0,0
,,,21.01,101210.9,0.2754,25.4,1.13,56.32,14.89,13.03,23.61,0.2761,2,0,,,,0
,,,2.19,102042.2,0.08,35.24,0.22,22.29,1.86,1.05,34.91,0.0607,1,0,,,,0
,,,3.23,102625.5,0.1202,26.94,0.0,29.79,2.12,1.25,28.43,0.1299,8,1,,,,0
,,,300.27,98668.8,0.8761,22.88,8.94,100.0,248.2,155.05,22.14,0.8943,9,1,,,,1
,,,2.17,102070.5,0.0828,34.82,1.26,20.0,1.67,1.5,33.13,0.0668,4,0,,,,0
,,,21.06,100500.0,0.261,28.96,1.5,50.76,14.5,11.97,29.98,0.2458,9,1,,,,0
109.1929732,26.24925128,68.0,0.002537206,98820.67703,0.086678562,30.1089316,4.14867188,59.47998886,0.001419631,0.001326725,29.97388693,0.086782233,8,1,-179.3093183,-0.197458039,1.0,0
,,,125.58,99739.7,0.6952,31.31,3.88,78.33,82.38,51.94,33.27,0.6891,7,1,,,,1
,,,7.4,101638.5,0.1428,28.35,0.38,37.25,6.63,3.47,29.36,0.1348,11,0,,,,0
,,,256.4,98827.3,0.8038,24.07,6.12,86.74,143.18,97.26,24.12,0.7888,6,1,,,,1
109.1929732,26.24925128,68.0,2.24e-06,99677.0386,0.089383794,28.64574529,0.844578214,47.48751494,7.45e-07,1.85e-05,28.92107128,0.089704784,10,0,-191.9029697,-0.506686444,4.0,0
109.1929732,26.24925128,68.0,0.000228052,100627.7943,0.093635225,12.04995127,1.943689676,42.35618537,0.000400046,0.000257584,12.22992509,0.093972686,1,0,346.4156276,3.38683206,5.0,0
,,,12.71,101641.6,0.1803,20.62,2.68,49.18,10.67,5.34,22.03,0.1646,7,1,,,,0
,,,29.21,100662.6,0.3289,23.68,3.05,70.0,16.25,12.52,22.29,0.3222,9,1,,,,0
,,,2.57,102146.3,0.1188,25.01,0.0,25.34,2.13,1.5,26.2,0.109,8,1,,,,0
,,,25.07,100500.0,0.2915,20.87,3.63,59.15,16.56,11.57,20.25,0.278,7,1,,,,0
,,,343.36,98111.7,0.95,26.78,5.92,100.0,250.0,175.41,25.22,0.9327,12,0,,,,1
,,,220.58,99342.3,0.7723,27.85,5.13,96.99,130.74,80.21,29.35,0.759,9,1,,,,1
109.1929732,26.24925128,68.0,0.001028794,99372.49897,0.091072584,28.99781179,1.072060832,35.43823019,0.00391995,0.017580867,28.39524748,0.094499808,4,0,-178.1333063,-0.148140322,0.0,1
,,,23.06,101510.9,0.2677,29.13,1.39,52.95,18.65,9.39,27.18,0.2853,11,0,,,,0
109.1929732,26.24925128,68.0,0.0,100023.0622,0.09333497,24.06033758,1.259892189,41.58886806,3.54e-05,0.010104509,23.82938162,0.098965506,3,0,-185.6544608,-0.644188933,4.0,0
,,,5.69,101692.5,0.1262,33.33,0.43,23.81,3.9,3.01,32.38,0.1397,3,0,,,,0
,,,182.54,99166.1,0.7378,22.14,6.49,81.56,102.55,78.81,23.54,0.7173,8,1,,,,1
109.1929732,26.24925128,68.0,6.04e-05,100448.4466,0.086530791,20.33120168,1.437730385,38.54063062,5.92e-05,0.002553326,20.08276811,0.086674585,3,0,237.4541592,2.338426049,5.0,0
,,,129.47,100068.0,0.6629,22.38,3.54,80.4,75.45,55.92,20.97,0.6885,8,1,,,,1
109.1929732,26.24925128,68.0,0.000720866,99147.04365,0.100884008,28.81054266,3.640564335,63.02680588,0.000896737,0.001472649,29.14818783,0.102388274,9,1,-252.6130284,-0.25336616,1.0,0
,,,186.92,99904.3,0.7081,32.85,4.19,90.31,122.67,101.35,32.36,0.7318,7,1,,,,1
,,,330.01,98000.0,0.9185,31.13,5.87,97.48,188.74,119.01,31.5,0.9093,9,1,,,,1
,,,139.93,100123.1,0.6719,22.65,3.0,79.44,113.67,72.5,21.8,0.6773,4,0,,,,1
,,,346.6,98417.0,0.9484,30.83,4.53,95.27,214.76,178.44,30.03,0.9218,6,1,,,,1
109.1929732,26.24925128,68.0,0.00027717,98368.20081,0.086105778,37.90676559,1.02914577,27.8410458,0.000568716,0.002224051,37.552157,0.086664527,6,1,265.2630969,1.963815762,4.0,0
,,,27.63,100954.4,0.344,31.31,0.0,64.71,19.34,15.0,30.11,0.3582,9,1,,,,0
109.1929732,26.24925128,68.0,0.054655982,100111.1798,0.157809546,17.17088456,0.776090092,67.68778123,0.04247104,0.024491515,16.21823465,0.162700276,1,0,-76.60374769,-0.331682872,6.0,0
,,,14.01,101060.6,0.2125,29.72,2.27,42.2,11.8,6.81,29.73,0.199,4,0,,,,0
,,,3.97,101796.9,0.087,23.17,0.42,29.61,2.66,1.36,25.08,0.071,8,1,,,,0
,,,1.18,102222.4,0.0851,30.68,0.0,21.28,0.64,0.53,31.4,0.0973,2,0,,,,0
,,,4.07,102152.0,0.1099,35.18,0.84,27.98,3.39,2.98,35.15,0.1145,2,0,,,,0
109.1929732,26.24925128,68.0,0.000140483,98438.29038,0.08801074,34.73425938,6.051648109,52.84709847,0.001231016,0.049817625,35.02449354,0.089094353,7,1,604.3421117,0.676794805,0.0,1
,,,154.62,99518.5,0.7067,30.23,5.22,81.66,92.38,64.85,29.38,0.7201,8,1,,,,1
,,,20.49,100856.6,0.271,22.62,1.23,57.2,16.18,13.9,23.83,0.2865,8,1,,,,0
109.1929732,26.24925128,68.0,0.0,100731.4208,0.093430971,19.06665413,1.164003449,48.20279345,0.012183188,0.009117231,18.65382387,0.094505918,2,0,-111.1750406,-0.330367716,6.0,0
,,,15.2,101331.4,0.192,22.54,1.29,43.68,13.47,10.28,22.72,0.2106,5,0,,,,0
,,,1.08,102523.3,0.1134,31.15,0.0,23.28,0.71,0.37,32.21,0.1122,10,0,,,,0
109.1929732,26.24925128,68.0,5.59e-05,100196.1912,0.087201527,16.51226114,0.716521417,50.12945479,4.99e-05,0.000287458,16.73133396,0.087210889,12,0,-126.9953682,-0.987074127,8.0,0
,,,289.09,98833.7,0.8667,23.86,4.05,96.55,169.93,109.63,22.44,0.8902,5,0,,,,1
,,,19.82,101694.7,0.258,28.86,0.47,48.44,16.44,11.0,30.13,0.24,9,1,,,,0
,,,208.29,99668.3,0.7974,26.09,5.07,89.17,147.69,109.36,25.33,0.8194,4,0,,,,1
,,,28.85,100500.0,0.35,19.65,1.44,68.15,20.0,15.0,18.98,0.3539,3,0,,,,0
,,,243.72,99248.6,0.8487,20.1,6.78,87.5,150.86,109.16,20.83,0.8658,9,1,,,,1
,,,19.8,101277.6,0.263,37.34,1.69,49.84,10.38,5.7,37.54,0.2685,3,0,,,,0
,,,18.06,101395.6,0.254,21.21,1.11,46.39,11.48,5.76,21.55,0.2671,8,1,,,,0
,,,225.92,99048.9,0.787,28.54,8.76,84.92,177.7,129.0,28.56,0.779,7,1,,,,1
,,,19.46,101189.1,0.2587,29.85,2.04,58.05,11.72,8.81,31.38,0.2716,1,0,,,,0
,,,8.43,101163.1,0.1901,22.09,0.04,34.97,5.02,4.28,22.48,0.1828,10,0,,,,0
109.1929732,26.24925128,68.0,0.04541671,98305.03588,0.085191204,35.03118312,3.000822951,51.02710757,0.031028848,0.014146094,34.80642338,0.085395551,7,1,163.0265588,0.179973587,0.0,1
,,,3.96,102157.5,0.1258,34.11,0.54,34.76,2.21,1.83,34.46,0.1266,6,1,,,,0
,,,302.01,98340.9,0.95,20.0,11.62,95.44,207.24,142.08,21.89,0.9227,9,1,,,,1
,,,9.26,102354.5,0.1331,32.32,0.9,35.18,6.4,3.75,33.67,0.1364,10,0,,,,0
,,,288.54,98968.1,0.8175,27.45,6.61,94.78,201.7,119.88,26.02,0.8346,7,1,,,,1
,,,29.43,101306.1,0.3448,28.01,3.0,70.0,20.0,15.0,28.26,0.3507,3,0,,,,0
109.1929732,26.24925128,68.0,6.71e-06,100221.7634,0.087422906,25.75770511,2.002025323,51.37169711,0.000368485,0.000345152,26.86312168,0.086951652,11,0,-174.5699228,-0.286944586,2.0,0
,,,3.14,101873.3,0.1252,22.11,0.88,28.76,2.81,1.93,23.79,0.1196,2,0,,,,0
,,,118.3,99915.0,0.6679,31.49,4.48,83.96,80.93,51.2,33.18,0.6531,11,0,,,,1
,,,277.73,98185.8,0.8408,22.61,6.61,89.85,177.68,125.22,20.72,0.8509,9,1,,,,1
109.1929732,26.24925128,68.0,8.16e-05,99738.68832,0.085823548,30.43961871,0.618621607,45.10268265,5.4e-05,2.32e-05,30.17374412,0.085867763,10,0,308.6716104,86.95688319,12.0,0
,,,294.28,98747.7,0.9106,22.87,8.59,92.78,225.52,152.25,24.0,0.9392,8,1,,,,1
,,,192.88,99520.3,0.744,25.28,3.77,88.73,111.4,88.52,23.37,0.7213,3,0,,,,1
,,,3.68,102228.9,0.1041,28.49,0.38,34.27,2.0,1.52,30.29,0.086,7,1,,,,0
109.1929732,26.24925128,68.0,0.005538369,98886.25615,0.082224729,35.74811765,2.705503473,34.29761734,0.001989178,0.00086432,35.41064053,0.082167001,5,0,-106.6175225,-0.332227804,6.0,0
,,,5.21,103000.0,0.1087,32.03,0.54,30.59,3.2,2.69,32.66,0.1247,5,0,,,,0
109.1929732,26.24925128,68.0,8.54e-05,100797.1159,0.104871327,18.62940519,2.139301234,47.13149333,2.85e-05,0.004797916,18.71974364,0.108876368,2,0,-200.8496809,-0.21861846,1.0,0
,,,135.17,99898.3,0.6665,27.95,4.12,79.47,100.07,69.09,26.88,0.6806,7,1,,,,1
,,,20.54,101156.8,0.2376,31.16,1.51,50.53,12.6,6.73,30.78,0.2414,3,0,,,,0
,,,281.71,98561.2,0.8397,22.71,11.41,96.99,159.11,109.68,24.58,0.8123,4,0,,,,1
,,,23.15,100859.7,0.2717,21.37,2.46,59.29,18.45,11.18,21.09,0.2548,9,1,,,,0
109.1929732,26.24925128,68.0,0.0,100126.2257,0.086858682,26.19419145,1.358837002,40.97882996,0.0,3.05e-05,26.29625932,0.086986242,10,0,-194.6328289,-0.218816875,1.0,0
109.1929732,26.24925128,68.0,0.00219975,98077.27757,0.084698776,35.15686178,3.625103556,54.68030289,0.004106762,0.021698131,34.99566276,0.084849458,7,1,209.0240611,0.248713109,0.0,1
,,,27.98,100500.0,0.325,22.92,3.68,70.0,16.33,13.7,22.66,0.3382,3,0,,,,0
,,,347.66,98301.1,0.95,26.6,9.94,100.0,241.53,180.0,26.63,0.9681,6,1,,,,1
109.1929732,26.24925128,68.0,0.0,98454.44415,0.080324273,32.91677719,6.039046749,48.69715125,0.0,0.0,33.06206798,0.080362498,6,1,-235.4438154,-0.28910236,1.0,0
,,,250.59,98928.2,0.8287,28.34,5.6,97.69,199.65,119.54,29.77,0.8499,8,1,,,,1
,,,281.43,98287.8,0.9184,32.47,4.33,92.41,213.9,132.89,33.62,0.893,6,1,,,,1
,,,27.61,101217.5,0.3287,22.73,4.48,68.12,20.0,11.74,21.21,0.316,11,0,,,,0
,,,12.87,101015.4,0.2015,24.15,1.47,37.66,7.39,5.85,24.12,0.216,10,0,,,,0
,,,113.04,100046.1,0.6139,24.45,3.33,78.91,85.75,61.92,24.53,0.63,2,0,,,,1
,,,7.8,102264.7,0.1609,29.61,0.74,33.21,5.59,4.05,30.34,0.1432,1,0,,,,0
,,,9.11,102309.4,0.1862,22.46,1.48,32.52,5.26,2.87,23.01,0.1919,9,1,,,,0
,,,2.07,102798.6,0.08,25.72,0.5,22.98,1.25,0.8,25.51,0.072,3,0,,,,0
,,,270.82,98085.9,0.8229,25.69,7.05,89.03,181.87,111.18,26.53,0.8064,9,1,,,,1
,,,21.27,101676.2,0.2951,27.78,2.61,49.06,15.7,8.26,25.97,0.2816,5,0,,,,0
,,,167.75,99782.2,0.6795,22.08,5.71,84.58,96.06,53.7,22.69,0.6703,10,0,,,,1
109.1929732,26.24925128,68.0,3.46e-05,100385.7393,0.091909363,19.44286624,2.236781328,54.56772596,0.030761817,0.035268837,18.46735563,0.094097387,2,0,-101.3361537,-0.989073445,8.0,0
,,,90.22,100269.8,0.6186,22.3,3.81,75.08,71.62,58.29,21.3,0.5908,8,1,,,,1
,,,175.41,99822.4,0.7239,24.21,3.77,79.46,141.15,108.77,22.68,0.7216,8,1,,,,1
,,,2.26,102936.3,0.1055,22.26,0.14,28.19,1.66,1.06,23.13,0.1032,4,0,,,,0
,,,14.51,101774.9,0.1802,19.19,0.72,46.65,8.25,7.14,20.11,0.1806,2,0,,,,0
,,,5.3,102614.8,0.1189,25.09,0.65,31.83,4.2,3.47,26.44,0.111,2,0,,,,0
,,,88.85,100500.0,0.6517,23.63,3.53,79.93,71.49,40.0,24.41,0.6516,11,0,,,,1
109.1929732,26.24925128,68.0,0.001782728,99380.83505,0.086919797,29.44893479,3.014599317,36.79318293,0.004310308,0.003393849,30.19314703,0.085780985,4,0,-213.2987098,-0.185917026,0.0,1
,,,233.95,98889.1,0.8029,20.63,8.43,87.57,177.96,148.17,19.84,0.8112,1,0,,,,1
