precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,month,is_monsoon,flood_event
15.59,101797.2,0.2118,22.37,2.88,48.66,8.83,7.65,23.86,0.2089,2,0,0
216.87,99044.5,0.8525,26.5,6.31,87.55,167.05,91.93,24.68,0.8431,6,1,1
201.24,99333.3,0.7463,23.06,4.83,82.08,168.03,119.22,21.52,0.7608,7,1,1
112.98,100030.1,0.7193,22.56,4.05,76.95,68.04,42.29,21.24,0.7166,7,1,1
15.22,101759.0,0.231,23.96,0.95,48.53,13.13,11.26,25.02,0.2272,6,1,0
228.02,99235.3,0.7902,31.74,5.64,88.47,158.1,124.28,30.58,0.7765,6,1,1
246.28,99533.5,0.7952,31.89,8.5,92.02,166.19,100.31,31.74,0.7851,8,1,1
13.43,101150.3,0.2109,33.52,1.38,40.81,8.95,6.37,31.83,0.2138,8,1,0
191.46,99712.2,0.7759,27.17,5.36,81.3,131.94,91.05,28.31,0.7905,10,0,1
159.19,99638.2,0.7131,20.0,3.0,84.39,119.52,89.12,19.46,0.7259,9,1,1
17.68,101212.6,0.1926,31.15,1.95,46.92,13.74,12.08,30.75,0.21,2,0,0
223.23,99161.2,0.7599,20.27,7.88,87.03,188.08,123.07,21.09,0.7344,6,1,1
29.08,100832.4,0.3086,34.96,3.1,67.12,20.0,14.19,33.7,0.2894,1,0,0
294.02,98073.6,0.9057,28.09,6.23,92.27,228.7,180.0,29.2,0.8959,7,1,1
349.27,98000.0,0.9401,30.37,6.86,100.0,218.28,131.16,31.99,0.9228,9,1,1
22.06,100885.2,0.2872,19.79,3.69,60.89,12.14,8.44,20.22,0.288,9,1,0
14.6,101696.1,0.2236,28.9,3.02,46.95,12.55,9.83,27.26,0.2336,7,1,0
182.15,99183.6,0.7123,20.85,4.16,85.19,148.16,104.57,22.75,0.7015,3,0,1
329.66,98000.0,0.8966,32.46,9.77,93.76,214.71,122.37,33.87,0.8933,8,1,1
104.24,100411.5,0.6373,32.92,4.53,79.75,70.12,46.61,34.79,0.6232,1,0,1
22.21,101968.5,0.2914,36.23,3.58,66.2,11.35,6.54,36.74,0.2809,9,1,0
115.34,100500.0,0.6627,21.73,3.0,78.56,70.37,53.1,21.9,0.6782,1,0,1
328.75,98302.9,0.9219,20.0,7.11,99.82,248.04,180.0,19.94,0.9275,5,0,1
135.72,100443.8,0.6311,30.54,3.49,81.4,103.1,75.92,31.88,0.6447,1,0,1
262.31,98457.6,0.8521,24.45,5.71,85.89,195.42,133.67,24.75,0.8244,8,1,1
20.78,101386.3,0.281,31.56,3.18,55.83,12.54,9.28,33.37,0.2821,10,0,0
12.7,102153.3,0.196,35.66,1.43,37.82,11.28,8.54,34.39,0.1951,11,0,0
303.16,98085.3,0.9116,24.66,4.78,95.86,250.0,149.42,26.37,0.8933,6,1,1
203.75,99625.3,0.7868,21.9,4.85,81.63,122.47,70.83,23.54,0.7976,9,1,1
142.71,99901.2,0.6715,28.62,4.04,82.06,109.51,60.77,28.28,0.6457,6,1,1
332.58,98315.4,0.9361,20.0,9.45,96.81,229.96,145.25,21.88,0.925,7,1,1
106.68,100260.1,0.6787,29.71,3.0,75.0,70.05,51.1,28.94,0.6542,9,1,1
348.8,98291.1,0.95,32.06,9.75,96.59,250.0,180.0,32.76,0.963,8,1,1
28.84,100799.7,0.35,34.09,1.79,66.48,17.41,14.18,33.07,0.3633,8,1,0
311.32,98958.2,0.8693,22.93,7.54,97.1,174.6,126.65,22.44,0.8893,1,0,1
4.05,102618.2,0.1312,23.83,0.05,20.0,2.91,2.22,25.46,0.1346,4,0,0
13.57,101498.6,0.2027,21.21,0.8,38.18,6.94,4.81,20.53,0.188,12,0,0
25.89,100500.0,0.2943,27.96,3.88,58.09,17.47,13.9,26.38,0.3111,3,0,0
302.53,98000.0,0.9113,31.45,6.91,98.44,191.44,128.71,33.09,0.8921,7,1,1
216.28,99213.7,0.7332,24.0,6.29,84.4,128.65,97.0,25.71,0.7213,7,1,1
23.96,101146.3,0.2756,34.2,3.37,64.95,20.0,15.0,32.33,0.295,5,0,0
344.35,98471.9,0.9493,22.41,5.2,96.04,214.22,151.25,22.3,0.9753,9,1,1
21.01,100964.2,0.2678,25.25,3.48,55.57,16.79,12.43,26.66,0.2614,11,0,0
175.18,100321.6,0.7158,31.99,5.07,83.46,112.79,79.89,30.57,0.6989,10,0,1
94.94,100123.5,0.6442,34.83,4.64,79.38,79.47,60.91,33.07,0.6616,9,1,1
348.79,98000.0,0.9407,21.62,9.23,100.0,250.0,152.19,21.96,0.9498,9,1,1
23.7,100500.0,0.294,31.61,1.85,63.61,20.0,15.0,31.41,0.2842,11,0,0
23.95,100605.9,0.2811,36.56,1.72,64.29,19.14,10.25,36.6,0.2814,7,1,0
25.11,100806.0,0.32,22.31,2.44,61.55,12.86,7.22,23.82,0.3369,7,1,0
14.35,101062.7,0.2068,31.36,0.85,46.01,9.59,4.96,32.31,0.2093,12,0,0
87.92,100500.0,0.6076,32.78,3.0,79.77,73.32,42.59,33.42,0.6265,8,1,1
10.35,101938.7,0.1441,23.63,0.65,31.77,7.56,6.55,25.27,0.1253,2,0,0
241.32,99470.2,0.7821,29.31,4.03,85.99,171.97,123.73,27.84,0.7731,6,1,1
2.4,102284.0,0.1092,19.04,0.02,20.0,1.66,1.34,19.66,0.0919,9,1,0
299.93,98303.1,0.95,20.17,7.28,99.23,224.4,164.84,20.67,0.9214,8,1,1
10.79,101276.2,0.2017,27.91,1.08,36.2,6.95,4.74,26.44,0.1884,8,1,0
243.11,99140.3,0.773,20.0,5.79,98.18,153.71,115.4,21.79,0.7758,8,1,1
212.36,99045.2,0.8001,31.85,3.98,82.67,157.25,102.24,33.79,0.824,6,1,1
126.13,100413.3,0.6037,22.34,3.13,78.47,79.21,50.16,22.33,0.6126,6,1,1
17.63,101228.3,0.2578,20.63,2.21,45.34,9.25,5.39,21.85,0.2735,10,0,0
163.07,100074.1,0.7036,29.73,5.21,80.44,122.08,101.42,30.94,0.7044,2,0,1
19.25,100806.5,0.2766,32.58,2.16,52.7,11.83,7.26,31.8,0.2909,12,0,0
93.42,100500.0,0.6,24.48,3.0,77.33,64.78,40.0,24.02,0.6215,9,1,1
225.33,99833.3,0.7509,29.25,7.37,80.18,167.53,132.26,28.7,0.7767,9,1,1
142.55,99862.1,0.667,34.52,4.84,79.78,81.74,62.17,34.53,0.642,8,1,1
10.22,101096.6,0.161,25.56,0.25,35.36,5.93,4.31,24.53,0.1611,9,1,0
13.6,102064.3,0.2298,33.47,2.72,43.09,8.45,6.19,33.08,0.2419,11,0,0
10.68,101684.6,0.1866,30.0,0.74,39.65,5.91,4.16,31.3,0.1828,6,1,0
267.23,98311.6,0.8768,31.78,5.25,95.15,194.07,111.38,30.9,0.8667,6,1,1
20.58,101409.1,0.2471,27.72,1.05,57.07,18.28,10.15,29.34,0.2669,2,0,0
305.94,98723.8,0.9224,23.55,7.12,92.62,242.09,180.0,21.75,0.8995,9,1,1
271.68,98452.7,0.809,20.44,9.72,91.23,196.87,110.63,19.43,0.8146,8,1,1
1.74,102565.9,0.1184,29.85,0.0,23.23,1.17,0.84,30.12,0.1125,11,0,0
1.41,102541.3,0.1003,36.07,0.0,20.0,1.26,0.92,35.45,0.1111,2,0,0
330.01,98000.0,0.9185,31.13,5.87,97.48,188.74,119.01,31.5,0.9093,9,1,1
16.77,101466.9,0.2459,21.86,2.28,43.77,10.72,6.97,22.8,0.2575,4,0,0
241.86,99109.0,0.7877,25.64,7.61,86.31,184.38,110.76,24.15,0.8108,6,1,1
13.78,101273.8,0.2244,18.08,0.42,42.89,10.65,6.87,18.83,0.243,4,0,0
1.96,102430.1,0.1334,34.57,0.59,20.0,1.12,1.0,35.1,0.1296,4,0,0
9.21,102054.6,0.1457,20.55,0.95,39.77,7.31,6.09,21.12,0.1541,5,0,0
125.98,100156.9,0.6244,20.59,7.17,83.78,94.33,62.69,18.85,0.5989,9,1,1
27.39,100594.3,0.3366,20.5,1.39,70.0,20.0,15.0,21.12,0.3182,5,0,0
204.0,99091.0,0.7892,33.56,4.99,86.31,164.28,93.99,31.84,0.7918,8,1,1
251.32,98440.6,0.7812,27.45,7.34,90.87,182.91,121.25,27.69,0.7953,7,1,1
195.9,99618.2,0.7918,27.49,5.79,84.55,138.3,87.11,26.59,0.8067,7,1,1
173.47,99645.9,0.7414,34.52,5.69,84.77,104.92,65.19,33.13,0.7342,7,1,1
232.52,99190.6,0.7622,28.78,6.06,84.36,133.81,92.9,28.79,0.742,9,1,1
6.08,102185.1,0.114,37.75,0.41,29.79,4.37,2.89,39.08,0.1288,7,1,0
239.25,98658.3,0.7784,28.38,5.91,87.87,197.82,150.08,26.93,0.7822,6,1,1
23.74,100702.6,0.2743,29.32,3.19,56.99,20.0,10.45,28.67,0.255,5,0,0
93.63,100500.0,0.6311,28.65,3.0,80.31,78.88,60.54,30.63,0.6542,9,1,1
341.81,98224.5,0.95,33.66,9.21,97.87,209.71,176.01,33.35,0.9264,10,0,1
241.36,98588.7,0.7768,20.0,7.28,87.28,152.35,124.05,19.03,0.7774,7,1,1
25.87,100760.9,0.3067,33.29,4.46,55.03,18.46,12.69,32.08,0.2891,9,1,0
9.51,102543.6,0.1914,22.51,0.96,39.14,7.09,3.76,24.24,0.2019,6,1,0
12.15,101955.3,0.1633,37.07,0.7,37.16,6.72,4.78,38.42,0.1693,10,0,0
26.62,100500.0,0.3068,21.13,4.13,66.07,20.0,15.0,19.27,0.3002,4,0,0
247.64,99070.3,0.8107,20.0,9.13,93.42,184.74,105.07,19.78,0.8165,6,1,1
84.83,100227.5,0.6,21.54,3.0,75.0,58.99,46.25,22.62,0.5765,4,0,1
243.86,98688.1,0.8076,23.5,7.25,93.02,157.1,131.81,25.04,0.8244,8,1,1
3.64,102078.7,0.0987,20.56,1.02,20.0,1.87,1.24,21.17,0.0863,9,1,0
25.4,100500.0,0.3379,34.67,2.94,66.16,16.53,9.14,33.97,0.3574,9,1,0
325.9,98698.5,0.9266,25.63,8.61,98.31,193.6,112.71,25.62,0.9069,9,1,1
187.58,99610.0,0.7662,28.67,3.0,87.15,126.22,82.95,30.24,0.7712,5,0,1
18.57,101188.9,0.2128,35.2,1.54,51.1,10.29,7.75,37.18,0.2062,3,0,0
15.96,101197.6,0.2253,18.66,2.38,47.61,13.89,11.42,19.36,0.2133,7,1,0
5.71,102395.4,0.1054,33.54,0.39,33.76,3.98,2.61,34.4,0.0995,10,0,0
141.85,99326.9,0.6692,32.59,6.42,81.4,91.63,69.53,31.47,0.6528,1,0,1
17.97,101206.2,0.235,24.38,2.56,46.08,10.41,6.44,22.88,0.2267,1,0,0
198.91,99262.0,0.7207,22.07,6.72,83.51,154.72,115.99,23.06,0.7131,7,1,1
21.71,100755.3,0.2929,32.51,2.33,62.46,15.1,10.93,34.23,0.2868,4,0,0
283.28,99099.3,0.9285,21.73,9.49,95.23,181.95,108.8,23.02,0.925,10,0,1
331.01,98000.0,0.9389,34.4,6.21,100.0,212.45,158.73,35.0,0.9653,9,1,1
271.5,98359.2,0.7965,32.54,9.42,90.14,213.22,121.2,31.0,0.785,7,1,1
324.55,98260.3,0.9407,22.86,9.21,94.23,250.0,162.7,21.69,0.9222,7,1,1
140.73,99903.4,0.6958,30.38,5.48,79.45,94.76,61.18,29.88,0.6895,1,0,1
313.13,98957.6,0.9422,29.27,8.47,94.45,194.36,107.55,29.73,0.9196,6,1,1
218.09,99591.9,0.7427,23.29,6.02,89.17,174.36,134.6,21.53,0.7534,7,1,1
107.95,100409.6,0.6699,24.69,4.75,80.73,60.96,49.96,23.42,0.6745,7,1,1
195.81,99678.7,0.7454,21.01,3.2,89.57,137.74,86.48,21.43,0.7257,3,0,1
11.05,101987.5,0.182,35.24,2.24,35.65,9.15,5.04,34.77,0.1915,10,0,0
7.22,102193.8,0.1296,19.55,0.21,35.01,5.25,4.18,18.23,0.1131,11,0,0
209.9,99592.5,0.7698,29.53,5.48,88.96,177.01,136.13,29.96,0.7708,10,0,1
165.63,99318.5,0.7527,26.99,3.26,81.99,97.27,78.9,26.53,0.7432,7,1,1
22.71,101430.6,0.2788,33.81,2.59,55.07,16.37,10.63,33.78,0.2897,9,1,0
233.66,99216.0,0.7441,33.12,7.49,89.45,158.78,112.78,34.21,0.7645,9,1,1
124.68,99905.9,0.6947,23.27,4.76,80.5,82.4,58.33,24.41,0.6899,7,1,1
167.73,99957.9,0.7189,27.35,4.94,82.89,130.47,103.63,26.57,0.7329,9,1,1
230.29,99072.4,0.8069,29.77,6.3,90.3,140.12,111.55,30.72,0.7853,8,1,1
11.14,101442.1,0.176,20.36,2.31,40.65,8.11,5.59,20.2,0.1763,2,0,0
19.15,101247.1,0.2506,28.72,2.09,55.56,12.74,9.26,29.12,0.2582,1,0,0
220.04,99086.4,0.788,29.34,7.07,87.5,129.07,75.54,30.17,0.7886,9,1,1
23.78,100999.0,0.3217,27.56,2.23,58.75,16.13,8.93,28.48,0.3143,2,0,0
347.54,98000.0,0.95,27.32,9.38,100.0,235.94,174.32,27.28,0.973,6,1,1
1.55,102437.4,0.08,22.27,0.0,20.0,0.89,0.74,22.88,0.0651,8,1,0
127.99,99929.4,0.6892,21.61,3.0,78.12,107.2,75.38,19.92,0.6902,7,1,1
128.39,99910.2,0.6764,20.0,4.87,79.02,72.69,44.16,20.61,0.682,4,0,1
27.0,100500.0,0.2905,35.31,1.16,65.5,16.53,13.07,35.1,0.3053,7,1,0
20.93,101184.0,0.283,22.28,2.05,54.26,14.36,11.7,21.7,0.2982,1,0,0
9.37,101549.8,0.1336,31.34,0.07,43.07,5.23,3.25,31.79,0.1428,6,1,0
247.03,98862.8,0.7979,25.8,5.02,87.56,163.18,115.45,27.24,0.7852,9,1,1
244.87,98944.6,0.7929,23.57,7.4,89.99,134.87,108.89,23.36,0.7925,6,1,1
18.6,101903.0,0.2255,20.16,3.22,52.54,14.52,7.75,18.77,0.2056,11,0,0
274.47,98750.4,0.7987,21.23,6.95,90.52,186.0,138.43,22.96,0.7954,9,1,1
191.21,99918.7,0.7568,34.07,6.46,85.33,117.52,95.46,33.97,0.743,10,0,1
85.16,100500.0,0.6072,28.14,3.73,76.47,66.29,54.05,29.3,0.5981,7,1,1
17.98,101376.4,0.2575,35.13,1.06,48.26,12.95,6.58,36.41,0.2667,1,0,0
26.73,100500.0,0.3407,26.21,2.66,58.77,20.0,11.82,25.25,0.3413,3,0,0
312.42,98000.0,0.8685,26.56,10.02,96.92,250.0,180.0,25.53,0.8756,8,1,1
343.52,98000.0,0.9248,22.27,9.38,99.29,191.08,140.73,20.8,0.9289,7,1,1
305.34,98430.9,0.8965,30.93,7.74,97.63,170.04,97.4,30.5,0.8871,7,1,1
20.34,100850.2,0.2544,23.74,2.45,54.36,13.95,10.81,25.35,0.2416,3,0,0
119.58,99991.9,0.623,29.31,4.57,78.88,88.02,70.79,30.95,0.6063,11,0,1
247.61,99095.2,0.8497,23.18,6.48,89.53,138.87,84.03,24.69,0.8583,6,1,1
270.35,98594.7,0.834,30.29,7.71,91.22,157.03,100.23,29.15,0.8539,8,1,1
16.75,101123.9,0.2466,31.82,3.06,41.98,12.54,9.17,30.76,0.2486,10,0,0
9.04,101542.7,0.1111,34.88,0.49,43.47,4.88,3.6,34.92,0.1172,2,0,0
21.19,100897.0,0.2768,21.59,4.21,56.18,18.9,15.0,22.37,0.2602,5,0,0
28.14,100615.7,0.3279,27.03,2.11,70.0,17.24,12.67,26.45,0.3252,5,0,0
27.01,100861.3,0.3477,21.61,1.02,64.69,20.0,12.87,22.67,0.3352,11,0,0
310.83,98654.7,0.9383,25.21,6.26,89.3,195.65,116.17,26.55,0.9236,7,1,1
8.08,102636.4,0.1122,34.96,1.01,33.27,4.22,3.7,36.75,0.1077,1,0,0
29.38,100500.0,0.3411,33.59,4.79,59.59,17.82,12.11,32.4,0.3611,4,0,0
19.91,100795.6,0.2674,26.97,1.83,56.07,17.91,15.0,25.61,0.2811,1,0,0
16.22,101125.4,0.2119,24.75,1.71,51.9,9.83,7.16,24.51,0.2268,11,0,0
256.55,99381.9,0.8313,25.42,3.39,92.3,144.8,112.44,24.29,0.8415,9,1,1
209.38,99384.9,0.8203,28.26,4.31,89.73,148.62,112.46,26.43,0.8319,9,1,1
26.25,100500.0,0.3119,35.34,1.8,55.8,13.73,9.77,34.85,0.3158,11,0,0
138.99,100342.3,0.6904,26.66,3.0,75.0,114.34,84.14,26.01,0.7104,8,1,1
29.32,100594.7,0.3032,34.19,3.79,64.09,19.85,15.0,36.08,0.3172,11,0,0
275.02,98952.7,0.859,32.88,8.59,87.44,182.59,120.8,32.25,0.8723,7,1,1
18.5,100882.2,0.231,23.46,1.22,51.1,12.64,8.95,23.36,0.2187,11,0,0
332.34,98740.6,0.9411,21.15,11.24,100.0,250.0,154.22,22.74,0.9659,7,1,1
147.97,99866.7,0.7353,31.45,4.51,81.79,103.27,85.4,31.29,0.7516,7,1,1
144.59,99787.6,0.7083,20.39,4.11,84.79,86.97,63.64,19.1,0.6979,8,1,1
325.3,98408.3,0.9089,21.45,6.31,99.51,248.15,180.0,20.23,0.8971,10,0,1
13.05,101729.4,0.1991,28.33,0.6,37.39,7.82,5.65,27.35,0.2017,4,0,0
19.15,100961.6,0.247,26.5,2.42,50.09,11.81,7.36,26.28,0.2321,6,1,0
297.86,98179.6,0.8814,27.28,10.07,92.33,169.22,94.72,28.99,0.8734,8,1,1
114.54,100129.4,0.6892,20.98,3.39,76.51,74.24,50.46,21.24,0.6749,6,1,1
12.38,101516.8,0.2311,23.24,1.56,43.94,9.85,5.21,23.17,0.212,3,0,0
21.43,101486.6,0.2685,29.7,1.26,54.71,11.52,6.68,29.7,0.2676,1,0,0
13.77,101806.3,0.217,33.81,2.26,32.97,7.38,4.1,33.4,0.2053,2,0,0
206.72,99470.0,0.7827,21.9,5.08,87.43,136.55,80.91,21.77,0.7926,8,1,1
81.1,100500.0,0.6093,21.21,3.0,75.86,54.11,40.0,20.81,0.591,6,1,1
154.05,100500.0,0.7051,28.65,4.59,84.02,128.3,100.05,27.91,0.7219,2,0,1
160.17,99783.3,0.7658,23.9,3.47,84.36,109.58,90.1,22.95,0.756,7,1,1
14.2,101002.7,0.2096,25.42,1.33,43.03,9.73,6.88,26.98,0.2068,8,1,0
201.79,99457.0,0.7783,21.5,5.11,88.3,155.0,112.6,20.11,0.7954,7,1,1
224.62,99006.8,0.7632,26.4,6.83,86.67,172.33,121.09,26.94,0.7838,7,1,1
299.89,98558.4,0.8577,28.32,5.66,97.0,224.77,180.0,30.09,0.849,6,1,1
27.03,100653.1,0.3412,35.04,2.63,70.0,17.37,10.28,34.54,0.3561,7,1,0
28.83,100879.6,0.3281,34.94,2.63,63.19,20.0,15.0,33.74,0.3164,12,0,0
24.37,100756.8,0.2696,20.28,3.71,65.82,19.41,13.66,20.81,0.2859,2,0,0
9.92,101852.9,0.1463,33.39,1.16,41.95,7.17,5.46,35.37,0.1417,7,1,0
311.05,98370.6,0.91,20.0,4.9,97.4,212.89,121.81,18.75,0.9326,6,1,1
1.66,101996.8,0.08,31.43,0.23,20.0,1.31,0.99,30.05,0.0644,12,0,0
186.89,99180.3,0.7582,33.31,3.2,82.37,157.9,111.46,33.48,0.7616,1,0,1
17.78,101418.3,0.2384,23.89,1.92,43.55,9.58,7.37,24.14,0.2494,3,0,0
26.14,100837.7,0.3257,35.48,3.9,53.9,20.0,15.0,34.9,0.3415,11,0,0
105.5,100261.2,0.6,29.58,3.0,77.35,74.15,46.41,30.58,0.5772,11,0,1
23.73,101092.8,0.2953,23.56,2.72,70.0,12.1,10.67,24.8,0.3018,2,0,0
129.52,100109.9,0.6601,24.91,6.9,79.78,73.6,47.61,24.58,0.6386,8,1,1
152.47,99620.9,0.6697,34.4,4.51,82.07,117.39,71.6,34.33,0.6815,6,1,1
26.85,101077.1,0.35,32.6,0.62,63.36,17.62,12.28,33.27,0.3654,1,0,0
10.94,101388.5,0.1832,26.51,0.69,35.82,8.27,6.8,27.55,0.1658,12,0,0
169.0,100062.2,0.7154,33.14,4.49,82.08,129.82,89.96,33.27,0.7405,1,0,1
248.38,98825.0,0.8502,21.82,9.48,89.98,166.6,141.35,20.54,0.8526,7,1,1
22.97,100954.6,0.2754,34.08,1.52,56.95,17.38,12.5,33.73,0.2936,6,1,0
84.09,100241.4,0.63,34.71,4.02,77.25,50.0,40.0,33.68,0.6321,2,0,1
11.09,101911.5,0.175,28.9,1.1,36.32,6.36,5.27,27.33,0.1786,9,1,0
270.4,98951.0,0.8077,28.19,6.71,92.52,206.34,125.66,26.56,0.8044,8,1,1
1.62,102562.0,0.0857,34.34,0.0,23.03,0.83,0.59,34.78,0.0743,4,0,0
12.78,101759.9,0.2011,19.39,2.06,44.97,11.48,6.06,17.6,0.1958,9,1,0
295.33,98555.3,0.8762,28.48,8.89,95.87,238.01,180.0,28.96,0.8634,11,0,1
13.34,101257.7,0.2107,19.65,1.03,43.97,8.49,6.84,19.84,0.2177,7,1,0
19.73,101721.4,0.2638,21.68,1.53,53.7,13.17,11.32,20.3,0.2476,5,0,0
265.0,98612.8,0.792,30.38,9.48,90.33,216.16,130.28,31.66,0.8004,9,1,1
134.6,100255.9,0.6464,22.59,3.2,75.34,84.44,62.01,21.03,0.671,8,1,1
205.93,99276.6,0.7502,20.01,5.54,87.97,170.33,132.49,20.52,0.7755,8,1,1
241.16,99239.6,0.834,20.69,4.6,88.43,170.66,116.11,20.92,0.8057,7,1,1
302.54,98000.0,0.9433,32.51,7.46,93.84,246.69,173.48,31.24,0.9291,2,0,1
16.64,101188.5,0.2319,35.42,2.08,47.66,14.26,10.4,37.3,0.2175,9,1,0
80.9,100500.0,0.6,28.15,3.67,75.0,50.31,40.9,27.68,0.6237,9,1,1
15.06,101514.5,0.2267,21.53,1.82,46.8,11.22,10.05,19.98,0.2281,11,0,0
84.14,100500.0,0.6071,20.51,3.0,75.0,69.0,56.18,20.77,0.5836,8,1,1
1.71,102602.0,0.138,32.87,0.59,20.0,1.43,1.03,31.54,0.1452,10,0,0
302.29,98330.5,0.8922,28.82,9.76,98.16,218.97,130.94,30.21,0.894,8,1,1
11.95,101636.5,0.1983,27.72,0.7,41.44,6.63,3.97,25.78,0.1863,6,1,0
6.15,101777.3,0.1243,23.72,1.63,30.52,3.38,2.12,21.91,0.1063,6,1,0
14.39,101901.2,0.1969,33.26,1.83,40.97,11.72,9.26,35.25,0.214,12,0,0
197.06,99674.9,0.7774,26.92,4.57,86.14,134.91,113.61,26.37,0.7904,7,1,1
122.79,100500.0,0.6467,21.03,5.49,75.09,94.14,77.77,19.44,0.6215,7,1,1
291.88,98904.4,0.8736,21.11,6.55,93.42,243.77,138.94,19.66,0.8773,12,0,1
25.58,101596.6,0.3249,20.28,3.76,64.77,18.71,10.12,21.09,0.3263,10,0,0
146.57,99553.1,0.6696,26.38,5.93,79.7,89.48,49.35,27.06,0.6981,8,1,1
290.7,98115.2,0.8963,30.04,7.35,95.46,160.29,114.7,29.16,0.9134,8,1,1
23.84,100704.8,0.3211,31.24,2.38,58.0,17.41,12.62,33.16,0.3135,11,0,0
121.37,100500.0,0.6987,31.95,3.15,80.54,83.05,63.88,30.88,0.7177,9,1,1
349.57,98332.5,0.8797,26.71,10.05,100.0,216.73,179.56,24.91,0.8946,3,0,1
8.78,101675.8,0.1596,34.36,0.44,32.35,5.69,3.85,35.24,0.1484,4,0,0
3.89,102176.9,0.1096,33.28,0.0,28.45,2.94,2.17,34.48,0.0987,10,0,0
272.91,98777.9,0.8806,29.25,7.99,96.1,207.6,139.34,31.23,0.8589,8,1,1
142.05,99931.8,0.7418,24.1,3.0,85.49,83.37,69.33,22.76,0.7523,6,1,1
219.63,99609.0,0.8048,20.94,4.57,87.68,157.58,106.23,21.06,0.8067,8,1,1
0.46,102834.8,0.0976,32.3,0.0,26.31,0.33,0.17,34.17,0.1065,1,0,0
15.83,101276.0,0.2451,34.23,0.47,39.77,10.6,5.65,34.95,0.2537,3,0,0
142.83,100185.7,0.6768,32.99,5.38,82.46,99.82,59.01,34.5,0.6958,6,1,1
340.86,98384.9,0.9379,27.03,7.77,100.0,217.53,159.6,26.64,0.9484,7,1,1
239.84,99268.9,0.7919,23.56,4.87,90.35,155.12,103.48,25.06,0.7931,9,1,1
287.79,98200.2,0.8839,21.51,6.97,100.0,161.91,109.36,20.03,0.8668,8,1,1
28.01,100793.2,0.2925,35.82,3.28,67.51,20.0,15.0,36.22,0.2816,1,0,0
21.24,100572.7,0.2953,28.47,2.86,60.33,12.96,7.41,26.77,0.3082,6,1,0
104.33,100480.3,0.6075,22.56,5.04,76.95,87.69,61.7,21.14,0.5869,6,1,1
2.91,102694.1,0.0959,28.69,1.3,20.3,2.61,2.14,28.01,0.1131,12,0,0
335.23,98332.9,0.9429,32.66,8.68,100.0,250.0,180.0,31.32,0.9147,4,0,1
20.98,100500.0,0.268,32.65,3.15,54.24,11.27,8.19,30.85,0.2873,5,0,0
5.2,102016.4,0.1336,32.83,1.22,27.24,3.32,2.41,33.5,0.1216,7,1,0
16.63,101216.3,0.2244,25.26,0.69,49.1,14.28,9.23,24.81,0.2223,9,1,0
101.91,100299.3,0.6284,34.88,3.0,81.7,63.99,40.24,33.38,0.6112,7,1,1
172.93,98948.4,0.7246,28.52,7.77,83.48,99.65,59.85,26.98,0.7261,7,1,1
21.51,101229.5,0.2506,37.91,1.82,59.42,13.32,8.55,36.34,0.2706,9,1,0
0.89,102692.0,0.1127,33.38,0.0,24.33,0.51,0.42,31.99,0.1235,12,0,0
7.54,101876.4,0.1205,30.34,0.38,29.77,6.5,5.37,30.9,0.1186,7,1,0
17.13,101610.5,0.2386,24.9,2.35,50.25,12.33,8.18,22.95,0.2302,6,1,0
269.1,98689.0,0.8343,28.88,10.5,94.04,214.12,133.01,29.99,0.8474,8,1,1
25.35,100500.0,0.3009,35.35,2.78,59.33,16.17,14.37,36.47,0.3061,1,0,0
225.04,99553.9,0.7736,20.0,5.23,88.01,136.14,87.83,21.15,0.7744,8,1,1
23.19,100857.0,0.2776,36.85,1.78,62.0,20.0,15.0,35.0,0.2839,6,1,0
306.31,98122.5,0.8673,25.63,6.69,91.77,206.6,121.91,26.86,0.8556,9,1,1
237.41,99006.2,0.8605,28.56,6.89,86.37,168.07,101.9,29.51,0.8573,6,1,1
12.65,101182.2,0.1914,31.98,1.14,37.39,6.34,5.65,30.21,0.207,5,0,0
192.11,99266.6,0.7387,27.2,5.73,90.98,151.54,95.93,27.0,0.7645,6,1,1
87.44,100500.0,0.6,20.32,3.8,75.0,56.9,45.12,22.17,0.6068,6,1,1
216.63,99305.6,0.7064,31.7,4.67,82.75,175.88,104.64,30.45,0.7292,9,1,1
13.98,101477.3,0.2441,37.83,0.0,37.46,8.05,4.24,38.72,0.2364,2,0,0
20.56,101247.6,0.2618,27.47,2.91,49.85,13.55,10.44,25.62,0.251,4,0,0
0.97,102393.0,0.0873,23.07,0.0,22.1,0.76,0.57,23.78,0.1072,8,1,0
11.61,101206.5,0.2107,18.3,1.85,37.29,8.56,6.94,19.46,0.2256,1,0,0
5.02,102153.6,0.1182,29.67,0.62,21.55,3.83,3.44,28.53,0.1365,11,0,0
18.99,101277.7,0.2458,18.84,1.61,46.12,15.22,12.33,19.79,0.2427,11,0,0
0.52,102803.0,0.1178,27.67,0.0,21.0,0.4,0.24,25.77,0.129,2,0,0
253.88,99069.5,0.7859,20.0,5.63,87.06,190.13,121.31,21.52,0.7585,7,1,1
83.49,100500.0,0.6215,32.68,3.0,76.1,50.0,40.0,33.66,0.647,7,1,1
29.15,100799.2,0.3248,19.62,2.76,70.0,17.77,11.92,21.6,0.3255,1,0,0
